page,entryId,lang,sourceFile,title,description,clicks,impressions,ctr,position
https://noctalia.app/es/simbolos/agua,symbol.water,es,data/dream-symbols.json,,,0,8,0,31.375
https://noctalia.app/es/simbolos/arana,symbol.spider,es,data/dream-symbols.json,,,0,9,0,77.44444444444444
https://noctalia.app/es/simbolos/fuego,symbol.fire,es,data/dream-symbols.json,,,0,14,0,17.571428571428573
https://noctalia.app/es/simbolos/hospital,symbol.hospital,es,data/dream-symbols.json,,,0,68,0,48.63235294117647
https://noctalia.app/es/simbolos/lobo,symbol.wolf,es,data/dream-symbols.json,,,0,136,0,34.97794117647059
https://noctalia.app/es/simbolos/perro,symbol.dog,es,data/dream-symbols.json,,,0,52,0,31.865384615384617
https://noctalia.app/es/simbolos/persecucion,symbol.chase,es,data/dream-symbols.json,,,0,3,0,65.66666666666667
https://noctalia.app/es/simbolos/puente,symbol.bridge,es,data/dream-symbols.json,,,0,254,0,12.87007874015748
https://noctalia.app/es/simbolos/puerta,symbol.door,es,data/dream-symbols.json,,,0,239,0,21.13389121338912
https://noctalia.app/fr/,page.home,fr,docs-src/content/pages/page.home/fr.md,Noctalia : journal de rêves avec interprétation IA,"Noctalia est une application privée de journal de rêves pour enregistrer vos rêves, explorer les symboles et comprendre vos nuits.",0,36,0,39.5
https://noctalia.app/fr/blog/,blog.index,fr,docs-src/content/blog/blog.index/fr.md,Ressources | Noctalia - Conseils et guides sur les rêves,"Explorez les ressources Noctalia sur les rêves : techniques pour retenir vos rêves, signification des symboles, rêve lucide, science du sommeil et plus.",0,31,0,34.61290322580645
https://noctalia.app/fr/blog/canicule-sommeil-reves,blog.heatwave-sleep-dreams,fr,docs-src/content/blog/blog.heatwave-sleep-dreams/fr.md,Canicule et sommeil : rêves plus intenses | Noctalia,"Canicule et sommeil : pourquoi les nuits chaudes provoquent des réveils, changent le rappel des rêves et rendent certains fragments plus vifs.",0,78,0,39.73076923076923
https://noctalia.app/fr/blog/comment-se-souvenir-de-ses-reves,blog.how-to-remember-dreams,fr,docs-src/content/blog/blog.how-to-remember-dreams/fr.md,Se souvenir de ses rêves : 10 techniques simples | Noctalia,"Routine des 3 premières minutes, journal ou dictaphone, méthode du soir et erreurs à éviter pour mieux se rappeler de ses rêves.",0,75,0,40.666666666666664
https://noctalia.app/fr/blog/controler-reves-resolution-problemes,blog.dream-control-problem-solving,fr,docs-src/content/blog/blog.dream-control-problem-solving/fr.md,Contrôler ses rêves pour résoudre des problèmes | Noctalia,"L'étude Northwestern 2026 montre que la TMR peut orienter les rêves vers des problèmes spécifiques, doublant le taux de résolution.",0,3,0,19.333333333333332
https://noctalia.app/fr/blog/guide-incubation-reves,blog.dream-incubation-guide,fr,docs-src/content/blog/blog.dream-incubation-guide/fr.md,"Incubation de rêves : méthode, limites et routine | Noctalia","Découvrez l’incubation de rêves : choisir un thème avant de dormir, noter ce qui apparaît au réveil et évaluer la méthode sans promesse de résultat.",0,24,0,26.875
https://noctalia.app/fr/blog/guide-journal-reves,blog.dream-journal-guide,fr,docs-src/content/blog/blog.dream-journal-guide/fr.md,Journal de rêves : commencer et tenir la routine | Noctalia,"Comment tenir un journal de rêves : format, modèle d’entrée, routine 7 jours, exemple rempli et pistes d’interprétation avec Noctalia.",0,190,0,40.23684210526316
https://noctalia.app/fr/blog/guide-reve-lucide-debutant,blog.lucid-dreaming-beginners-guide,fr,docs-src/content/blog/blog.lucid-dreaming-beginners-guide/fr.md,Rêve lucide : tests de réalité pour débuter | Noctalia,"Comment faire un rêve lucide : journal, tests de réalité, méthode MILD et précautions WBTB pour débuter sans réduire le sommeil nécessaire.",0,112,0,52.11607142857143
https://noctalia.app/fr/blog/rever-examen-signification,blog.exam-dreams-meaning,fr,docs-src/content/blog/blog.exam-dreams-meaning/fr.md,"Rêver d’examen : échec, réussite, révisions | Noctalia","Découvrez ce que signifie rêver d’examen, de révisions oubliées, de réussite, d’échec ou de stress avant les examens de fin d’année.",0,4,0,8
https://noctalia.app/fr/blog/reves-dents-qui-tombent,blog.teeth-falling-out-dreams,fr,docs-src/content/blog/blog.teeth-falling-out-dreams/fr.md,Dents qui tombent en rêve : 7 significations cachées | Noctalia,Pourquoi rêvez-vous de perdre vos dents ? Découvrez les 7 interprétations les plus courantes et les messages de votre subconscient.,0,544,0,55.90992647058823
https://noctalia.app/fr/blog/reves-eau,blog.water-dreams-meaning,fr,docs-src/content/blog/blog.water-dreams-meaning/fr.md,Rêver d’inondation et d’eau : signification selon le rêve | Noctalia,"Que signifie rêver d’inondation, d’eau claire, d’eau trouble, de maison inondée ou d’eau de mer, et comment l’interpréter selon vos émotions.",0,246,0,18.134146341463413
https://noctalia.app/fr/blog/signification-reves-recurrents,blog.recurring-dreams-meaning,fr,docs-src/content/blog/blog.recurring-dreams-meaning/fr.md,Rêves récurrents : pourquoi et comment les arrêter | Noctalia,Pourquoi rêvez-vous toujours la même chose ? Découvrez les causes des rêves récurrents et comment enfin vous en libérer.,0,33,0,33.96969696969697
https://noctalia.app/fr/mentions-legales,legal.notice,fr,docs-src/content/pages/legal.notice/fr.md,Mentions légales | Noctalia,"Mentions légales du site Noctalia : informations sur l'éditeur, l'hébergeur, la propriété intellectuelle et les coordonnées de contact.",0,6,0,45.166666666666664
https://noctalia.app/fr/symboles/bouche,symbol.mouth,fr,data/dream-symbols.json,,,0,4,0,13
https://noctalia.app/fr/symboles/chien,symbol.dog,fr,data/dream-symbols.json,,,0,35,0,21.771428571428572
https://noctalia.app/fr/symboles/eau,symbol.water,fr,data/dream-symbols.json,,,0,6,0,28
https://noctalia.app/fr/symboles/feu,symbol.fire,fr,data/dream-symbols.json,,,0,8,0,45
https://noctalia.app/fr/symboles/foret,symbol.forest,fr,data/dream-symbols.json,,,0,3,0,59.666666666666664
https://noctalia.app/fr/symboles/maison,symbol.house,fr,data/dream-symbols.json,,,0,1,0,80
https://noctalia.app/fr/symboles/mer,symbol.ocean,fr,data/dream-symbols.json,,,0,4,0,53
https://noctalia.app/fr/symboles/porte,symbol.door,fr,data/dream-symbols.json,,,0,11,0,20.545454545454547
https://noctalia.app/fr/symboles/poursuite,symbol.chase,fr,data/dream-symbols.json,,,0,4,0,35.25
https://noctalia.app/fr/symboles/voler,symbol.flying,fr,data/dream-symbols.json,,,0,2,0,46.5
https://noctalia.app/it/,page.home,it,docs-src/content/pages/page.home/it.md,Noctalia: diario dei sogni con interpretazione IA,"Noctalia è un diario dei sogni privato per registrare sogni, esplorare simboli, generare immagini e capire le tue notti.",0,2,0,5.5
https://noctalia.app/it/blog/,blog.index,it,docs-src/content/blog/blog.index/it.md,Risorse | Noctalia - Consigli e guide per i sogni,"Risorse Noctalia sui sogni: tecniche di richiamo, significati dei simboli, sogni lucidi, scienza del sonno e consigli per ricordare i sogni.",0,45,0,38.44444444444444
https://noctalia.app/it/blog/come-ricordare-i-tuoi-sogni-10-tecniche-efficaci,blog.how-to-remember-dreams,it,docs-src/content/blog/blog.how-to-remember-dreams/it.md,Come ricordare i tuoi sogni: 10 tecniche pratiche | Noctalia,"Dieci abitudini per ricordare i sogni: risveglio graduale, frammenti annotati, intenzione serale e attenzione alla qualità del sonno.",0,29,0,25.586206896551722
https://noctalia.app/it/blog/dream-journaling-la-guida-completa-per-registrare-le-tue-avventure-notturne,blog.dream-journal-guide,it,docs-src/content/blog/blog.dream-journal-guide/it.md,Diario dei sogni: metodo semplice per iniziare stasera | Noctalia,"Come tenere un diario dei sogni, cosa scrivere al risveglio e come migliorare il ricordo senza trasformare la mattina in un compito pesante.",0,50,0,42.22
https://noctalia.app/it/blog/guida-ai-sogni-lucidi-per-principianti-prendi-il-controllo-delle-tue-notti,blog.lucid-dreaming-beginners-guide,it,docs-src/content/blog/blog.lucid-dreaming-beginners-guide/it.md,Sogni lucidi: stasera il controllo dei sogni da maestro | Noctalia,"Controlla i tuoi sogni con le tecniche MILD, WILD e WBTB. Impara controlli di realtà, stabilizzazione e suggerimenti per la lucidità in settimane.",0,121,0,31.47107438016529
https://noctalia.app/it/blog/i-sogni-possono-predire-il-futuro-la-sorprendente-scienza-dei-sogni-precognitivi,blog.precognitive-dreams-science,it,docs-src/content/blog/blog.precognitive-dreams-science/it.md,Sogni precognitivi: possono predire il futuro? | Noctalia,"I sogni predicono il futuro? Esplora famosi casi precognitivi, le neuroscienze dietro il deja vu e cosa rivela la ricerca su questo misterioso fenomeno.",0,59,0,35.932203389830505
https://noctalia.app/it/blog/incubi-caldo-stress,blog.heat-stress-nightmares,it,docs-src/content/blog/blog.heat-stress-nightmares/it.md,"Caldo, stress e incubi: cosa fare per dormire | Noctalia","Caldo e stress possono frammentare il sonno e rendere gli incubi più intensi. Scopri cosa fare la sera, al risveglio e quando chiedere un parere medico.",0,1,0,2
https://noctalia.app/it/blog/ondata-calore-sonno-sogni,blog.heatwave-sleep-dreams,it,docs-src/content/blog/blog.heatwave-sleep-dreams/it.md,Ondata di calore e sonno: sogni vividi | Noctalia,"Ondata di calore e sonno: perché le notti calde causano risvegli, cambiano il ricordo e rendono alcuni frammenti più vividi.",0,70,0,22.214285714285715
https://noctalia.app/it/blog/significato-dei-sogni-ricorrenti-comprendere-i-loro-messaggi-nascosti,blog.recurring-dreams-meaning,it,docs-src/content/blog/blog.recurring-dreams-meaning/it.md,Sogni ricorrenti: 10 più comuni e significati | Noctalia,Intrappolato nello stesso sogno? Decodifica i 10 sogni ricorrenti più comuni e comprendi il messaggio che il tuo subconscio cerca di trasmettere.,0,61,0,30.114754098360656
https://noctalia.app/it/blog/sogni-non-casuali-studio-ia,blog.dreams-not-random-ai-study,it,docs-src/content/blog/blog.dreams-not-random-ai-study/it.md,I sogni non sono casuali: studio IA 2026 | Noctalia,Uno studio su Communications Psychology ha usato l'IA per analizzare migliaia di sogni e mostra come trasformano esperienze e tratti personali.,0,4,0,73
https://noctalia.app/it/blog/sogni-stressanti-sul-lavoro-perche-il-tuo-lavoro-ti-segue-nel-sonno,blog.stress-dreams-work,it,docs-src/content/blog/blog.stress-dreams-work/it.md,Sogni stressanti sul lavoro: cause e rimedi | Noctalia,"Scopri perché il tuo lavoro ti segue nel sonno, la scienza dietro i sogni di stress lavorativo e strategie comprovate per ritrovare notti serene.",0,4,0,64.25
https://noctalia.app/it/guides/simboli-sogni-acqua,guide.water-dream-symbols,it,docs/data/curation-pages.json,,,0,14,0,22.428571428571427
https://noctalia.app/it/simboli/acqua,symbol.water,it,data/dream-symbols.json,,,0,24,0,21.375
https://noctalia.app/it/simboli/cadere,symbol.falling,it,data/dream-symbols.json,,,0,3,0,75.66666666666667
https://noctalia.app/it/simboli/cane,symbol.dog,it,data/dream-symbols.json,,,0,200,0,12.31
https://noctalia.app/it/simboli/porta,symbol.door,it,data/dream-symbols.json,,,0,48,0,14.104166666666666
https://noctalia.app/it/termini,legal.terms,it,docs-src/content/pages/legal.terms/it.md,Termini | Noctalia,"Termini di utilizzo dell'app Noctalia: condizioni di accesso, abbonamenti, uso consentito, privacy, proprietà intellettuale e contatti.",0,1,0,60
